company,job_title,company_rating,job_description,location,salary_avg_estimate,salary_estimate_payperiod,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
expert global solutions Pvt. Ltd,Data Annotator,3.2,"Company Description

At Expert Global, we integrate different technologies seamlessly to create solutions in order to maximize our client’s business benefits. This makes us a trusted partner in the domains of Mobility, Special Purpose Machinery, Oil & Gas, Industrial Equipment & Marine.
We facilitate engineering & digitization in various asset-intensive and heavy engineering industries by transforming legacy data into digital equivalents by leveraging design & new age digital technologies.

Job Description
Experience: 0 to 1 Year
Qualification: B.E. / M. Tech (CSE/ETC/EE/Mechnical/Instrumental) / MCA/ MSc.
Data Annotation is required by the companies that build products enabling artificial intelligence and are based on machine learning techniques for the car platforms.
This falls under Data Engineering and is primary requirement for data analysis. It is curation of data, where raw data is cleaned and organized for machine learning.
Without annotation, you cannot train a machine with a new task. It's a necessary part of machine learning.

Additional Information

Project Training: should be available for 2 weeks project related training in Aurangabad",Coimbatore,"₹2,46,274",/yr (est.),10000+ Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),3.2,2.9,3.1,2.9,3.0
Tata consulting engineers,Data Entry Cum Office Assistant,3.8,"Location :
Bangalore
Age :
20 - 45 Years
Qualification :
Diploma (Diploma / Bachelor’s degree in any discipline)
Experience :
2.00 Years
Key Responsibilities and Skills:
Job
Location: Bangalore, Mysuru, Belagavi, Kalaburagi
Contractual Position - 34 Months
Minimum 2 years
of relevant experience (Similar Experience= Data entry, Office assistance
experience).
Certification Course covering basic computer operations, MS Office /
Tally is compulsory. (Certificate Mandatory).
Reading &
writing knowledge of Kannada language is compulsory.",Bengaluru,"₹3,46,627",/yr (est.),1001 to 5000 Employees,1962,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$25 to $50 million (USD),3.7,3.3,3.9,3.4,3.6
Rishi FIBC Solutions,Data Analysis,3.1,"Baroda / Mysore
Data Analysis
Accompany the marketing team of the company in coordination with the management team, the CEO of the company in Rishi FIBC, Green Pro, Krishi Geopack.
Provide an effective brand strategy and marketing plans to ensure business volume growth in Rishi FIBC and its group companies to develop as the Global supplier of choice in FIBC and other Rishi Products.

Responsibilities
Data Collection
Data Cleaning and Preprocessing
Data Analysis
Report Generation
Data Interpretation
Data Visualization
Data Security
Required Knowledge & Skills
BE/B.Sc., IT / Computer
2+ years of experience in data analysis tools
Working with Microsoft Power BI, MS-SQL and Python",Vadodara,"₹4,97,861",/yr (est.),501 to 1000 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.1,2.8,2.9,3.1,2.8
ICICI Prudential Life Insurance,Data scientist,4.4,"Job Description

Roles and responsibilities:
1. Data processing, cleaning and validating the integrity of data to be used for analytics

2. Data extraction using valuable data sources

3. Perform initial investigation and exploratory data analysis

4. Analyzing large amount of data to find patterns and solution

5. Build predictive machine learning models using alogorithms like regression, tree based, boosting etc

6. Develop econometric and statistical models for various problems including projections, classification, clustering, pattern analysis, sampling, simulations, and so forth.

7. Propose solutions and strategies to tackle complex business problems",Mumbai,"₹5,35,110",/yr (est.),Unknown,2001,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,4.4,4.3,4.3,4.2,4.1
MiQ Digital,Data Scientist II,3.6,"Bengaluru
Role: Data scientist II
Location: Bengaluru
What you’ll do
We’re MiQ, a global programmatic media partner for marketers and agencies. Our people are at the heart of everything we do, so you will be too. No matter the role or the location, we’re all united in the vision to lead the programmatic industry and make it better.
As a Data scientist II in our data science department, you’ll have the chance to:
Own and execute end-to-end data science projects.
Translate product requirements into analytical requirements and specifications, designing and developing the required functionality within the internal tool.
Leverage technology to automate daily operational activities.
Collaborate with engineering teams to activate media campaigns based on analytical outputs.
Ensure actionable insights are delivered by utilizing all our rich data in conjunction with client specific data.
Who are your stakeholders?
Account managers, traders, sales and analysts: you’ll build solutions that are used primarily by internal customers through our proprietary platforms like Lab and Hub. Usually, the requirements and any feedback will go through our project management team.
Product management: you’ll build solutions as part of the product roadmaps, and these will be used by advertisers and agencies. Any feedback will come through our client-facing product management team.
What you’ll bring
Experience of working on data science projects (for a minimum of three years).
Experience in applying machine learning, statistical pattern recognition, and data mining algorithms to prediction problems.
Experience of at least one programming language (Java, Python, R)
Experience with advanced SQL and good experience in big data ecosystems (Hive/Pig/MapReduce, Spark).
Great attention to detail, along with an ability to meet deadlines and prioritize your workload.
Strong written and verbal communication skills.
A passion for keeping up with latest technologies and applying them in relevant products.
A determined sense of purpose that helps you achieve stretch goals.
A can-do attitude, with a dream to grow alongside us.
We’ve highlighted some key skills, experience and requirements for this role. But please don’t worry if you don’t meet every single one. Our talent team strives to find the best people. They might see something in your background that’s a fit for this role, or another opportunity at MiQ.
If you have a passion for the role, please still apply.
What impact will you create?
Everything you do will help us lead the programmatic industry and make it better. Your passion for cutting-edge techniques and technologies means you’ll build incredible solutions that are able to scale. Plus, you’ll get involved in innovation and research, representing MiQ through thought leadership and at industry events. All your work and efforts will help our teams find valuable insights, optimize campaigns, and measure success.
What’s in it for you?
Our Center of Excellence is the very heart of MiQ, and it’s where the magic happens. It means everything you do and everything you create will have a huge impact across our entire global business.
MiQ is incredibly proud to foster a welcoming culture. We do everything possible to make sure everyone feels valued for what they bring. With global teams committed to diversity, equity, and inclusion, we’re always moving towards becoming an even better place to work.
Values
Our values are so much more than statements. They unite MiQers in every corner of the world. They shape the way we work and the decisions we make. And they inspire us to stay true to ourselves and to aim for better. Our values are there to be embraced by everyone, so that we naturally live and breathe them. Just like inclusivity, our values flow through everything we do - no matter how big or small. • We do what we love - Passion • We figure it out - Determination • We anticipate the unexpected - Agility • We always unite - Unite • We dare to be unconventional - Courage
Benefits
Every region and office have specific perks and benefits, but every person joining MiQ can expect:
• A hybrid work environment • New hire orientation with job specific onboarding and training
• Internal and global mobility opportunities • Competitive healthcare benefits • Bonus and performance incentives • Generous annual PTO paid parental leave, with two additional paid days to acknowledge holidays, cultural events, or inclusion initiatives.
Employee resource groups designed to connect people across all MiQ regions, drive action, and support our communities.
Apply today!
Equal Opportunity Employer",Bengaluru,"₹1,43,000",/yr (est.),501 to 1000 Employees,2010,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.6,3.7,3.7,3.2,3.6
Amex,Analyst - Data Analytics,4.2,"You Lead the Way. We’ve Got Your Back.
With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities and each other. Here, you’ll learn and grow as we help you create a career journey that’s unique and meaningful to you with benefits, programs, and flexibility that support you personally and professionally.
At American Express, you’ll be recognized for your contributions, leadership, and impact—every colleague has the opportunity to share in the company’s success. Together, we’ll win as a team, striving to uphold our company values and powerful backing promise to provide the world’s best customer experience every day. And we’ll do it with the utmost integrity, and in an environment where everyone is seen, heard and feels like they belong.
Join Team Amex and let's lead the way together.
Global Merchant Services is dedicated to bringing buyers and sellers together and transforming how American Express is welcomed. GMS Insights & Analytics aims to provide best in class analytics to support key GMS priorities, support strategic initiatives, optimize investments, accelerate merchant activation and enhancing the value Amex acceptance brings to merchants and Card Members at scale.
This position will report to Manager, Merchant Product Analytics and will be responsible to create analytical solutions to enrich merchant prospect or customer’s features like Revenue, Brand, Business Status etc. and enhance merchant matching algorithm through development and deployment of cutting-edge solutions leveraging structured and unstructured data.
How will you make an impact in this role?
Devise, design & develop cutting edge, customized solutions for marketing initiatives
Leverage the power of closed loop through Amex network for feature enhancement
Innovate with a focus on developing newer and better approaches using big data & best in class algorithms
Stay current in their field and up to date with the latest business statistics, algorithms and data mining practices
Minimum Qualifications
Self-starter, ability to drive insights from data, provide action steps and drive results in a fast-paced environment
Demonstrate thought leadership and accountability to own delivery end-to-end
Intellectual curiosity and ability to learn quickly
Demonstrate attention to detail and ability to drive results
Degree in a quantitative field – e.g. BSc/Msc Statistics/Mathematics/Economics/ Engineering
Preferred Qualifications
Preferred 1-2 years of relevant experience with strong knowledge of skills like Python, Hive, SAS, SQL & Advanced Excel required
We back our colleagues and their loved ones with benefits and programs that support their holistic well-being. That means we prioritize their physical, financial, and mental health through each stage of life. Benefits include:
Competitive base salaries
Bonus incentives
Support for financial-well-being and retirement
Comprehensive medical, dental, vision, life insurance, and disability benefits (depending on location)
Flexible working model with hybrid, onsite or virtual arrangements depending on role and business need
Generous paid parental leave policies (depending on your location)
Free access to global on-site wellness centers staffed with nurses and doctors (depending on location)
Free and confidential counseling support through our Healthy Minds program
Career development and training opportunities
American Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, disability status, age, or any other status protected by law.
Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.",Gurgaon,"₹4,82,311",/yr (est.),10000+ Employees,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD),3.8,4.0,4.2,3.8,4.1
WovV Technologies,Data Engineer (WFH),4.7,"Job Description: Data Engineer
Location: Remote
Experience: 5+ years.
Durations: 3 months with a very likely extension
Mandatory Technology: DBT, SQL, Snowflake, Stakeholder management and requirements refinement
Primary Skills: AWS, Terraform, APIs, Data Warehouse, Data Lakehouse
Shift Details: UK shift
Roles and Responsibilities:
Engineering, upgrading, and overseeing data flow systems to ensure efficient data migration into diverse storage systems.
Constructing and upholding solutions for data warehouses and data lakes.
Forging and implementing data structures that cater to a variety of business needs.
Scripting proficient and robust codes using languages such as SQL.
Spearheading data solution design with an emphasis on quality, automation, and performance.
Managing and enhancing data platform pipelines for reliability and scalability.
Guaranteeing that data is accessible in a condition and timeframe that suits business and analytical needs.
Collaborating with the Data Governance team to ensure adherence to regulations like GDPR and CISO policies, and integrating data quality directly into conduits.
Engaging with interdisciplinary teams to comprehend data necessities and providing assistance for data-centric projects.
Engaging with stakeholders and clients, addressing their data needs with tailored solutions.
Required Skills and Experience:
Extensive experience leading transformations of cloud data platforms.
Demonstrated success in deploying large-scale data and analytical solutions in cloud environments. Hands-on proficiency in creating comprehensive data pipelines on DBT.
Deep understanding of contemporary data architectures (Data Lake, Warehouse, and Lakehouse).
Solid comprehension of data architecture and data modeling techniques.
Efficient management of data pipelines from a cost perspective.
Familiarity with CI/CD-driven data pipelines and infrastructure.
Agile delivery methodology using Scrum and Kanban frameworks.
Ability to independently scope, estimate, and deliver tasks on time within an agile framework.
Proactive in enhancing data processes.
Inherent drive to learn and adopt new skills and technologies.
Capability to excel in a rapidly evolving setting.
Proficiency in managing projects efficiently and addressing challenges collaboratively.
Driven by goals and a result-focused mindset.
Detail-oriented with thoroughness.
Strong communication skills, competent in presenting, informing, and guiding others.
Aptitude for bridging the gap between technical and business-focused groups.
Comfortable engaging with individuals at all organizational levels.
Job Types: Full-time, Permanent
Salary: Up to ₹1,000,000.00 per year
Benefits:
Provident Fund
Work from home
Schedule:
UK shift
Supplemental pay types:
Performance bonus
Yearly bonus
Work Location: Remote",Remote,"₹10,00,000",/yr (est.),Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,4.5,4.5,4.6,4.6,4.6
Tata Consultancy Services,"Data Science, Python, GraphDB",3.8,"Job Description
Job Description
TCS Hiring !!!
Role: Data Science, Python, GraphDB
Exp:10 +
Location: Chennai/ Hyderabad/ Kolkata/ Ahmadabad/ Gurgoan
JDKnowledge of R, SQL and Python; familiarity with Scala, Java is an added advantage asset
Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)
Analytical mind and business acumen è Excellent communication and presentation skills

Desired Candidate Profile
Qualifications :BACHELOR OF ENGINEERING",Bengaluru,"₹6,48,074",/yr (est.),10000+ Employees,1968,Company - Public,Software Development,Information Technology,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
Tata Elxsi,Data Analytics / Machine Learning Engineers,4.1,"Tata Elxsi, the forefront of the latest advancements in AI technology, where the team of passionate individuals are dedicated to making a real-world impact through innovative implementation. Here, you will find a group of like-minded individuals who are continuously exploring new AI techniques and technologies to improve the accuracy, efficiency, and scalability of our models. What sets us apart is our collaborative approach, allowing for free experimentation and quick iterations to arrive at the best solutions. We are in search of someone who shares the same passion and drive as us, and is excited about the opportunity to make a meaningful difference in the field of AI. Join us in our pursuit of advancing AI to the next level and make the future of 'AM PM AI' a reality.
We are looking for bright and passionate Machine Learning Engineers with experience in:
Strong fundamentals in Statistical Analysis and Machine Learning algorithms for regression, classification, clustering, anomaly detection and NLP using conventional methods
Understanding of various ML frameworks, libraries, data structures, data modeling and software architecture
Deep knowledge of mathematics, probability, statistics and algorithms
Experience in exploring and visualizing data to gain an understanding and identifying differences in data distribution that could affect performance when deploying the model in the real world
Exposure to traditional Machine Learning algorithms (linear and logistic regressions, KNNs. SVMs, Randon Forest, XGBoost etc.)
Profound and proven knowledge in tools and programming languages like TensorFlow, KERAS, Matlab, and Python; knowledge in embedded C/C++ is an advantage
Expertise in Scikit-learn, PySpark and pandas
Experience with NumPy and Scipy, Docker
Experience in designing solution architecture using AWS/GCP/Azure will be added advantage
Experience with Mlflow/ Kubeflow/Apache Airflow will be an added advantage.
Job location:- Bangalore
Qualification - B.E, B.Tech, MCA, M.E, M.Tech/M.Sc( Elec)
Job Code - NGBU-02",Bengaluru,"₹3,95,285",/yr (est.),10000+ Employees,1989,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),4.1,3.4,4.2,3.7,4.0
ABB,Data Science & AI Specialist,4.0,"Data Science & AI Specialist
Take your next career step at ABB with a global team that is energizing the transformation of society and industry to achieve a more productive, sustainable future. At ABB, we have the clear goal of driving diversity and inclusion across all dimensions: gender, LGBTQ+, abilities, ethnicity and generations. Together, we are embarking on a journey where each and every one of us, individually and collectively, welcomes and celebrates individual differences.

You will be working as Data Science & AI Specialist and will be part of Process Automation Business Area for Process Automation Digital division based in Bangalore, India. In this role you will be reporting to Digital Solution Engineering Manager and will be responsible for delivering and implementing analytics strategy in one or more functional areas in alignment with business stakeholders. Leveraging knowledge of advanced analytics to make business impact. Building and maintaining large scale statistical models that turn billions of data points into insights and actions. Drives data-driven strategy and decision making for predictive analytics and optimization by leveraging Artificial Intelligence (AI) and Machine Learning (ML).
Your responsibilities
Developing machine learning and artificial intelligence-based solutions for process automation digital organization
Utilizing latest developments in industrial digitization, connected devices and systems
Creating scalable models and algorithms for integrating into proprietary tools and products. Analyzing data, understanding features, evaluating alternate models, validating hypothesis through theoretical and empirical approaches
Creating statistical and predictive models for equipment monitoring, failure detection, life estimation and life extension. Building tools and supporting structures needed for analyzing data, performing data cleansing, feature selection and feature engineering
Working closely with customers and business units (BU’s) to architect and developing customer centric solutions tailored to their requirements
Practicing agile development of digital solution ‘Proof of Concepts’ to effectively articulate the customer value Proposition
Providing industry specific domain insights for rich proposal responses by articulating customer value proposition
Your background
PhD or M.Tech. or M.S in either Statistics / Physics or any branch of engineering
Minimum 3 to 5 years of experience in programming, experience in one or more of the following languages: Python (preferred), R, Matlab®, C and C++
Experience with deep learning frameworks like PyTorch and TensorFlow is preferred
Familiarity with technologies like Docker, Kubernetes and MLflow is good to have
Agile development of customer centric prototypes / ‘Proof of Concepts’ for focused digital solutions
An understanding of failure modes of electro-mechanical systems like pumps, motors, turbines, generators, transformers etc. is preferred
Strong oral and written communication skills in English
More about us
Our Process Automation business offers a range of solutions for process and hybrid industries, including our industry-specific integrated automation, electrification and digital solutions, control technologies, software and advanced services, as well as measurement & analytics, marine and turbocharging offerings. Process Automation is #2 in the market globally. Based on its deep domain knowledge, experience and expertise in delivering world-class automation products, systems and solutions, a wide area of complimenting digital and collaborative solutions across applications and sectors, the Process Automation business helps customers remain competitive, improving their ROI and running safe and productive operations. We look forward to receiving your application (documents submitted in English are appreciated). If you want to discover more about ABB, take another look at our website www.abb.com. It has come to our attention that the name of ABB is being used for asking candidates to make payments for job opportunities (interviews, offers). Please be advised that ABB makes no such requests. All our open positions are made available on our career portal for all fitting the criteria to apply. ABB does not charge any fee whatsoever for recruitment process. Please do not make payments to any individuals / entities in connection to recruitment with ABB, even if is claimed that the money is refundable. ABB is not liable for such transactions. For current open positions you can visit our career website https://global.abb/group/en/careers and apply. Please refer to detailed recruitment fraud caution notice using the link https://global.abb/group/en/careers/how-to-apply/fraud-warning. Work model: on site #LI-onsite",Bengaluru,"₹7,73,628",/yr (est.),10000+ Employees,1883,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.7,3.6,4.0,3.5,3.9
Scaler Academy,Assistant Manager :: Data Analyst,4.0,"Sales

Job Title: Assistant Manager - Data Analytics
Scaler Academy
Job Description:
As a Data Analyst, your primary responsibility is to gather, process, analyze, and interpret data to provide valuable insights and support data-driven decision-making within the organization. You will work closely with various stakeholders, such as business managers, data engineers, and data scientists, to understand business requirements and deliver actionable recommendations. Your role is crucial in transforming raw data into meaningful information that can guide strategic planning and operational improvements.
Key Responsibilities:
Data Gathering and Cleaning: Collect data from various sources, including databases, spreadsheets, APIs, and other data repositories. Clean, validate, and preprocess the data to ensure accuracy and consistency.
Data Analysis: Utilize statistical techniques and data analysis tools to extract relevant information and patterns from datasets. Identify trends, correlations, and anomalies to provide insights into business performance and operations.
Data Visualization: Create clear and concise data visualizations, such as charts, graphs, and dashboards, to effectively communicate complex findings to non-technical stakeholders. Visualizations should be engaging, easy to understand, and actionable.
Reporting: Develop regular and ad-hoc reports to support decision-making processes across different departments. Ensure that reports are delivered on time and provide valuable insights to relevant teams.
Business Intelligence: Work closely with business managers to understand their analytical needs and assist in creating customized reports and data-driven solutions that address specific business challenges.
Predictive Analytics: Required to build and validate predictive models that can forecast trends, identify opportunities, and predict potential risks for the organization. 7. Data Quality Assurance: Implement data quality checks and measures to ensure data accuracy, integrity, and consistency. Address any data-related issues promptly and maintain data governance standards.
Process Improvement: Continuously assess and optimize data processes to enhance data collection, analysis, and reporting efficiency. Propose and implement innovative solutions to improve data-related workflows.
Stay Updated: Keep up-to-date with industry trends, best practices, and emerging technologies in data analysis, data visualization, and business intelligence.
Required Skills and Qualifications:
Bachelor's degree in a relevant field such as Data Science, Computer Science, Statistics, Mathematics, or a related discipline.
Strong analytical and problem-solving skills with the ability to handle complex data sets. 3. Proficiency in data manipulation tools such as SQL, Python.
Experience with data visualization tools like Power BI, Excel.
Understanding of statistical methods and techniques for data analysis. 6. Excellent communication skills, both verbal and written, with the ability to present findings to diverse audiences.
Attention to detail and a commitment to data accuracy and quality.
Ability to work independently and collaboratively in a team-oriented environment.
As a Data Analyst, you will play a crucial role in empowering data-driven decision-making within the organization and contribute significantly to its overall success. Your work will directly impact various aspects of the business, making this role dynamic and rewarding for individuals with a passion for data analysis and problem-solving.
Job Overview
Location: Bengaluru
Job Type: Full time
Work: Office",Bengaluru,"₹2,62,907",/yr (est.),51 to 200 Employees,2019,Company - Private,Education Support & Training Services,Education,Unknown / Non-Applicable,3.9,4.3,3.8,3.5,3.6
Spice Money,Data Engineer,3.9,"Spice Group>Spice Money Limited>Banking & Payments>Technology & Research>Core Tech>Shared Services
India>North>Punjab>Punjab>Sas Nagar>Mohali
Required Experience
2 - 4 Years
Posted On
12 Jan 2024
Basic Section
BAND
I
Grade
G3
Designation
Senior Engineer
Campus/Non Campus
Non- Campus
Employment Type
Permanent
Hiring Type
REPLACEMENT
TAT
45
Confidential
No
Closing Date
31 Mar 2024
Created By
Varundeep Kaur
Organisational
Entity
Spice Group
Company
Spice Money Limited
SBU
Banking & Payments
Function
Technology & Research
Sub-Function
Core Tech
Micro Team
Shared Services
Country
India
Region
North
State
Punjab
Stat State
Punjab
District
SAS Nagar
Location
Mohali
Skills
Skill
BIG DATA
SQL
DATA WAREHOUSING
PYTHON 3
Minimum Qualification
B.TECH/B.E
MCA
CERTIFICATION
No data available
Working Language
ENGLISH
Job Description
2-4 yrs of experience
Proficient in Google BigQuery (aggregate functions, performance tuning, best practices of Google BigQuery, GCP, SQL, Data PubSub and Python
Must have understanding of Dimensional modelling, ETL, Data Pipelines, Documentation like creating Source Target mapping
Building scalable systems, performance tuning and secure programming",Mohali,"₹6,87,235",/yr (est.),201 to 500 Employees,--,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,3.9,3.8,4.1,3.7,3.6
Innovaccer,Apprentice - Data Engineer,3.4,"Your Role
As an Apprentice- Data Engineer, you will be an integral part of our Data Engineering team, working towards transforming and analyzing healthcare data to contribute to the enhancement of population health and the reduction of healthcare costs. This role offers a unique opportunity for a self-starter with a passion for data engineering to learn and grow within a dynamic and innovative environment.
A Day in the Life
Collaborate with the data services team to manipulate and transform healthcare data effectively.
Assist in the creation of analytical reports tailored for US healthcare customers.
Contribute to the design and development of interfaces facilitating workflows between the Data Activation Platform and third-party client systems.
Follow industry best practices and standards while defining and documenting best practices and message specifications.
Monitor and optimize interface configurations for high availability once deployed in production environments.
Gain an understanding of data warehousing concepts and implement best practices.
What You Need
B.E/ B. Tech/ M. Tech in computer science , or related field of batch 2019,2020,2021, 2022 and 2023 only.
Must be available for apprenticeship tenure of minimum 1 year.
Basic understanglading of data modeling concepts.
Exposure to SQL and the ability to write simple queries.
Eagerness to learn and work with Python libraries, such as Numpy, Scipy, Scikit-Learn.
Interest in BI tools like Power BI, Tableau, or Sisense.
Strong analytical and problem-solving skills.
Excellent oral and written communication skills.
Enthusiasm for multitasking and managing multiple tasks simultaneously.",Noida,"₹9,49,526",/yr (est.),1001 to 5000 Employees,2014,Company - Private,Healthcare Services & Hospitals,Healthcare,$25 to $50 million (USD),3.6,3.6,3.4,3.2,3.1
Concord Technologies,Data Annotator,4.6,"Updated Office Address:
Unit 3, 11th Floor.
Crest, International Tech Park Chennai
Taramani Road, Taramani
Chennai 600113
Tamil Nadu, India

Job Summary:

We are looking for energetic, self-motivated and highly skilled champs to join our engineering team of world-class software experts and be responsible for data annotations. Will work together with the team to ensure the overall functionality and quality of the assigned module.

Job Responsibilities:
You will work together with the team to ensure the overall functionality and quality of the assigned module.

Will be helping us in anonymizing and annotating data.
Ensure highest standards of discipline set as per the compliance standards.
Help aggregate, clean, and organize data for Machine Learning applications
Engage in the accurate and efficient annotation of data (image/text).
Provide feedback and reporting bugs and issues regarding the annotation software to the QA team
Reviewing, updating and analyzing annotations created in a regular interval.
Defect logging, tracking and verification.
Working closely with AI Engineers & SME to support the Model Development Process

Job Skills Required:

Strong experience & comfortable in handling huge data is preferred.
Hands-on experience in Power BI and Tableau are preferred.
The Data Annotator must have a passion for data, efficiency, and accuracy.
Basic knowledge in Python coding or any database handling.
Need to have proven critical-thinking skills.
Proficient in MS Office tools.
Basic knowledge of Healthcare Markets, products, etc.
Experience in OCR process is an advantage.
Attention to detail
Tagging and annotating large volumes of documents to serve as input for the Machine Learning team.
Work experience in editing PDF files is an advantage.
Enrich text [Predominantly] & Image data.
Good communication skills and ability to work both in a team environment and independently.
Overall 1 - 3 years of experience in Data Annotation role.
Interest in learning about applications of AI.
Ability to work collaboratively, lead teams by influence to execute on deadline in an ambiguous environment, pitch in on whatever needs doing to get the job done.
Proficient in Microsoft Office (Excel, Word, PowerPoint)""""""",Chennai,"₹4,23,868",/yr (est.),51 to 200 Employees,1996,Company - Private,Computer Hardware Development,Information Technology,$25 to $50 million (USD),4.4,4.5,4.5,4.4,4.4
Amex,Analyst-Data Science,4.2,"You Lead the Way. We’ve Got Your Back.
With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities and each other. Here, you’ll learn and grow as we help you create a career journey that’s unique and meaningful to you with benefits, programs, and flexibility that support you personally and professionally.
At American Express, you’ll be recognized for your contributions, leadership, and impact—every colleague has the opportunity to share in the company’s success. Together, we’ll win as a team, striving to uphold our company values and powerful backing promise to provide the world’s best customer experience every day. And we’ll do it with the utmost integrity, and in an environment where everyone is seen, heard and feels like they belong.
Join Team Amex and let's lead the way together.
Functional Description:
Model Risk Management Group (MRMG) within Global Risk and Compliance Group, is responsible for the independent risk management of all American Express (AXP) models.
Roles & Responsibilities:
The successful candidate will be responsible to manage and controls model risk, specifically associated to the regulatory models like CCAR, CECL, IFRS9, Economic Capital and Membership Reward. This role will elevate model excellence, strengthen long term shareholder value, and adapt to the changing landscape of both model development innovation, external environment and heightened regulatory expectations.
The specific responsibilities include:
Conduct independent oversight of enterprise-wide models with a focus on a variety of statistical and mathematical models developed and used in Finance, Treasury and Risk - Economic Capital models, IFRS9, CECL, and CCAR Stress Test models,
Conduct gap assessments and establish robust framework to strengthen model risk controls and meet heightened regulatory standards
Conduct research to explore opportunities to elevate model excellence and drive business impact
Communicating results to partners, senior leadership and various model committees
Critical Factors to Success:
1.Business Outcomes:
Effectively challenge the conceptual soundness, theory and approach, purpose/usages of predictive models
Maximize business returns by institutionalizing efficient and accurate models.
Innovate modeling techniques and variable creation
Ensure modeling accuracy and enhance modeling efficiency in existing processes
2. Leadership Outcomes:
Put enterprise thinking first, connect the role’s agenda to enterprise priorities and balance the needs of customers, partners, colleagues & shareholders.
Lead with an external perspective, challenge status quo and bring continuous innovation to the existing models
Demonstrate learning agility, make decisions quickly and with the highest level of integrity
Lead with a digital mindset and deliver the world’s best customer experiences every day
Minimum Qualifications:
0-2 years' experience in analytics or big data workstreams
Master’s degree in economics, Statistics or Related Fields from Top Tier Institute
Functional Skills/Capabilities:
Hands-on model development or validation experience. • Strong Analytical and Relationship and project management skills for driving validation initiatives. • Experience in applying advanced statistical and/or quantitative techniques to solve business problems is preferred. • Good Verbal, Written, Interpersonal skills and ability to work effectively in a team environment. • Willingness to Collaborate with Cross-Functional teams to drive validation and Project Execution. • Effectively communicating complex Analytical results to Business Partners and Senior Management. • Flexibility and Adaptability to Work Within tight deadlines and changing priorities.
Technical Skills/Capabilities:
Experience with at least one of the data manipulation tools such as Python, Py Spark etc. is a must have. Data Science/Traditional Modeling, Machine Learning/ Artificial Intelligence, Expertise in Coding, Supervised and Unsupervised Techniques - active learning, transfer learning, neural models, decision trees, reinforcement learning, graphical models, Gaussian processes, Bayesian models, map reduce techniques, Random Forest, Gradient Boosting, Deep Learning, Text Mining Algorithms
Behavioral Skills/Capabilities:
Enterprise Leadership Behaviors
Set The Agenda: Define What Winning Looks Like, Put Enterprise Thinking First, Lead with an External Perspective
Bring Others with You: Build the Best Team, Seek & Provide Coaching Feedback, Make Collaboration Essential
Do It the Right Way: Communicate Frequently, Candidly & Clearly, Make Decisions Quickly & Effectively, Live the Blue Box Values, Great Leadership Demands Courage
We back our colleagues and their loved ones with benefits and programs that support their holistic well-being. That means we prioritize their physical, financial, and mental health through each stage of life. Benefits include:
Competitive base salaries
Bonus incentives
Support for financial-well-being and retirement
Comprehensive medical, dental, vision, life insurance, and disability benefits (depending on location)
Flexible working model with hybrid, onsite or virtual arrangements depending on role and business need
Generous paid parental leave policies (depending on your location)
Free access to global on-site wellness centers staffed with nurses and doctors (depending on location)
Free and confidential counseling support through our Healthy Minds program
Career development and training opportunities
American Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, disability status, age, or any other status protected by law.
Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.",Gurgaon,"₹4,82,311",/yr (est.),10000+ Employees,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD),3.8,4.0,4.2,3.8,4.1
