company,job_title,company_rating,job_description,location,salary_avg_estimate,salary_estimate_payperiod,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
JPMorgan Chase & Co,Client Reporting – Data Feeds - Operations Analyst,4.0,"JOB DESCRIPTION

Key Responsibilities
Monitor and oversee daily intake and maintenance data feed requests received internally/externally
Troubleshoot issues with stakeholders who are a part of the front to back business process model
Attend stakeholder meetings, providing knowledge and input as SME/Product Owner
Actively analyze, review data and leverage IA tools to refine and streamline function, as needed
Participate in project initiatives, helping to establish business requirements, perform UAT and implement changes within the team
Prepare, review and revise Standard Operating Procedures as needed
Perform regular control reviews to ensure compliance with auditing, risk and regulatory requirements and standards
Processing & validating account opening & various types of maintenance requests on client accounts for the private banking clients
Responsible for completing the periodic reviews of KYCs.
Extensive research on additional and updated client details.
Coordinate with banker for missing documents and details.
Elaborate and explain the source of wealth for the client.
Ensure that all requests are completed before cutoff and there is no SLA miss.
Required qualifications, capabilities and skills
2-5 years of relevant work experience
Minimum - Graduate (Preferably BCOM) / Desired- Post Graduate (Preferably MBA in Finance)
Knowledge of Private Bank products/services
Knowledgeable of intelligent automation tools/capabilities (i.e. Alteryx, UI Path, Unquork)
Strong client focus - adhering to response time to client and maintaining high client satisfaction.
Strong analytical and problem solving skills
Outstanding attention to detail
Highly motivated with ability to work independently and in a team environment
Excellent verbal and written communication skills
Ability to develop & maintain relationships with business partners
Ability to think creatively and recommend/implement process improvements
Candidate should possess strong knowledge on different product types such as LLC, Foundation and Trust, etc.
High proficiency in Microsoft Office
Basic knowledge on KYC red flags/ exceptions
Strong interpersonal skills: can build effective business relationships with cross functional/geographical teams and coordinate with teams to action items.
Adaptability: effectively organize and prioritize work to meet stringent deadlines.
Demonstrated leadership skills: collaborate with and lead others by influence, to achieve objectives, with an aptitude for decision making and problem solving.
Assertiveness Skills: willingness and ability to challenge the status quo and express opinions.
ABOUT US

JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world’s most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants’ and employees’ religious practices and beliefs, as well as any mental health or physical disability needs.



ABOUT THE TEAM

J.P. Morgan Asset & Wealth Management delivers industry-leading investment management and private banking solutions. Asset Management provides individuals, advisors and institutions with strategies and expertise that span the full spectrum of asset classes through our global network of investment professionals. Wealth Management helps individuals, families and foundations take a more intentional approach to their wealth or finances to better define, focus and realize their goals.",India,539530.5,/yr (est.),10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4.0,3.9,3.9,3.6,3.7
S&P Global,Carbon Markets Data Analyst,4.1,"About the Role:
Grade Level (for internal use): 10
The Role – Carbon Markets Data Analyst

The team: The Environmental Commodities team is an established part of the Climate and Energy Transformation Team within the Gas, Power and Climate Solutions group at S&P Global Commodities Insights. You will work with a highly motivated team of analysts who share the common goals of driving transparency and developing unique insights into new or opaque markets, to create actionable solutions for our customers. You will work with a global team in a fast-paced and highly collaborative environment.

Responsibilities and Impact:
Collect, prepare, and analyze essential data related to voluntary carbon markets and other emerging carbon markets, including Article 6 and CORSIA, to deliver key strategic insights to clients. You will also be responsible for the ongoing monitoring and maintenance of large datasets related to these markets. Providing ongoing market analysis by identifying emerging trends is a key aspect of this role.
Build an understanding of voluntary carbon markets credit-generating methodologies to maintain and update our database of existing and upcoming projects, and leverage your data analysis skills to build a database and develop a categorization of voluntary carbon credit buyers.
Establish and maintain relationships with relevant data providers such as carbon markets registries, including teams internal to S&P Global.
Stay well-informed about global low carbon markets dynamics and developments by leveraging your teammates’ expertise and through independent research, and contribute to the delivery of high-quality written and graphic content that showcases your expertise in carbon markets analytics.

What We’re Looking For:
Technical abilities around organizing and analyzing data, a keen eye for spotting trends among large datasets, and an innovative approach to solving complex problems. Strong Microsoft Suite skills are essential with an emphasis on Excel. Experience creating forecasts or models demonstrating high levels of competence. Python programming preferred.
Strong team player able to collaborate across global multi-cultural teams, commodities, and geographies.
University degree in information management, computer science, economics, statistics, mathematics, energy systems, business, engineering, or a similar discipline.
Strong written and verbal communication skills, including the ability to convey complex and innovative concepts to internal and external stakeholders of various market knowledge levels. (Writing sample requested with applications)

Additional Preferred Qualifications:
Relevant industry or research work experience conducting research and/or market analysis in the energy transition and related sector.
Knowledge of carbon and energy policies, familiarity with broader commodity markets, particularly within the energy sector. Integrated cross-commodity analysis ideal.
Technical abilities around data visualization.

About S&P Global Commodity Insights
At S&P Global Commodity Insights, our complete view of global energy and commodities markets enables our customers to make decisions with conviction and create long-term, sustainable value.
We’re a trusted connector that brings together thought leaders, market participants, governments, and regulators to co-create solutions that lead to progress. Vital to navigating Energy Transition, S&P Global Commodity Insights’ coverage includes oil and gas, power, chemicals, metals, agriculture and shipping.
S&P Global Commodity Insights is a division of S&P Global (NYSE: SPGI). S&P Global is the world’s foremost provider of credit ratings, benchmarks, analytics and workflow solutions in the global capital, commodity and automotive markets. With every one of our offerings, we help many of the world’s leading organizations navigate the economic landscape so they can plan for tomorrow, today.

For more information, visit http://www.spglobal.com/commodity-insights .

What’s In It For You?

Our Purpose:
Progress is not a self-starter. It requires a catalyst to be set in motion. Information, imagination, people, technology–the right combination can unlock possibility and change the world.

Our world is in transition and getting more complex by the day. We push past expected observations and seek out new levels of understanding so that we can help companies, governments and individuals make an impact on tomorrow. At S&P Global we transform data into Essential Intelligence®, pinpointing risks and opening possibilities. We Accelerate Progress.

Our People:
We're more than 35,000 strong worldwide—so we're able to understand nuances while having a broad perspective. Our team is driven by curiosity and a shared belief that Essential Intelligence can help build a more prosperous future for us all.

From finding new ways to measure sustainability to analyzing energy transition across the supply chain to building workflow solutions that make it easy to tap into insight and apply it. We are changing the way people see things and empowering them to make an impact on the world we live in. We’re committed to a more equitable future and to helping our customers find new, sustainable ways of doing business. We’re constantly seeking new solutions that have progress in mind. Join us and help create the critical insights that truly make a difference.

Our Values:
Integrity, Discovery, Partnership

At S&P Global, we focus on Powering Global Markets. Throughout our history, the world's leading organizations have relied on us for the Essential Intelligence they need to make confident decisions about the road ahead. We start with a foundation of integrity in all we do, bring a spirit of discovery to our work, and collaborate in close partnership with each other and our customers to achieve shared goals.

Benefits:
We take care of you, so you can take care of business. We care about our people. That’s why we provide everything you—and your career—need to thrive at S&P Global.

Our benefits include:
Health & Wellness: Health care coverage designed for the mind and body.

Flexible Downtime: Generous time off helps keep you energized for your time on.

Continuous Learning: Access a wealth of resources to grow your career and learn valuable new skills.

Invest in Your Future: Secure your financial future through competitive pay, retirement planning, a continuing education program with a company-matched student loan contribution, and financial wellness programs.

Family Friendly Perks: It’s not just about you. S&P Global has perks for your partners and little ones, too, with some best-in class benefits for families.

Beyond the Basics: From retail discounts to referral incentive awards—small perks can make a big difference.
For more information on benefits by country visit: https://www.spglobal.com/en/careers/our-culture/

Diversity, Equity, and Inclusion at S&P Global:
At S&P Global, we believe diversity fuels creative insights, equity unlocks opportunity, and inclusion drives growth and innovation – Powering Global Markets. Our commitment centers on our global workforce, ensuring that our people are empowered to bring their whole selves to work. It doesn’t stop there, we strive to better reflect and serve the communities in which we live and work, and advocate for greater opportunity for all.

-----------------------------------------------------------

Equal Opportunity Employer
S&P Global is an equal opportunity employer and all qualified candidates will receive consideration for employment without regard to race/ethnicity, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, marital status, military veteran status, unemployment status, or any other status protected by law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.

US Candidates Only: The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.

----------------------------------------------------------- 20 - Professional (EEO-2 Job Categories-United States of America), ANLYTC202.1 - Middle Professional Tier I (EEO Job Group)

Job ID: 296182
Posted On: 2024-01-08
Location: Gurgaon, Haryana, India",Gurgaon,578496.0,/yr (est.),10000+ Employees,1860,Company - Public,Research & Development,Management & Consulting,$10+ billion (USD),3.8,3.8,4.2,3.8,4.2
Schneider Electric,Data Engineer,4.2,"Main Missions

Extraction of data from Business Intelligence tools or source systems and create presentation style outputs
Capture and document business requirements and can translate these needs into functional specifications and manage project
Fulfill ad-hoc data request from Channel Sales and Marketing business owners
Prepare, consolidate, and/or analyze weekly/monthly reporting packages derived from multiple data sources in support of organizational goals and strategy
Use ETL tool Alteryx to process data from various data silos
Build and maintain strong relationships with customers
Conduct prompted and unprompted analyses in support of our sales & marketing programs to triage current issues and/or uncover new opportunities
Develop new reporting and enhance current reports to keep them in line with changing business needs and requests of business partners
Create time efficient processes for all analysis and reporting through process automation

The ideal candidate will have:

Bachelor Degree in Information Systems, IT or Analytics related area of study
Experience with Alteryx or any other ETL Tool, Tableau
Proficient in MS Access, Excel, PowerPoint
Knowledge of SQL, Relational database design, data integration practices
Highly organized
Experience with project management is a plus
Experience with data visualization tools such as Tableau
Excellent Written, Verbal and Data presentation skills
Proven ability to interface with internal customers and assess partner needs
Qualifications

Graduate/MBA
Primary Location: IN-Karnataka-Bangalore
Schedule: Full-time
Unposting Date: Ongoing",Bengaluru,779846.0,/yr (est.),10000+ Employees,1836,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),4.1,3.8,4.2,3.8,4.0
KPMG,Advisory Data Science Executive,3.8,"JOB DESCRIPTION

About KPMG in India
KPMG entities in India are professional services firm(s). These Indian member firms are affiliated with KPMG International Limited. KPMG was established in India in August 1993. Our professionals leverage the global network of firms, and are conversant with local laws, regulations, markets and competition. KPMG has offices across India in Ahmedabad, Bengaluru, Chandigarh, Chennai, Gurugram, Jaipur, Hyderabad, Jaipur, Kochi, Kolkata, Mumbai, Noida, Pune, Vadodara and Vijayawada.
KPMG entities in India offer services to national and international clients in India across sectors. We strive to provide rapid, performance-based, industry-focused and technology-enabled services, which reflect a shared knowledge of global and local industries and our experience of the Indian business environment.
Data Science/NLP (Gen AI, AI-ML, MLOps )

Equal employment opportunity information

KPMG India has a policy of providing equal opportunity for all applicants and employees regardless of their color, caste, religion, age, sex/gender, national origin, citizenship, sexual orientation, gender identity or expression, disability or other legally protected status. KPMG India values diversity and we request you to submit the details below to support us in our endeavor for diversity. Providing the below information is voluntary and refusal to submit such information will not be prejudicial to you.

QUALIFICATIONS

btech, mtech",Pune,400000.0,/yr (est.),10000+ Employees,1987,Company - Private,Business Consulting,Management & Consulting,$2 to $5 billion (USD),4.0,3.3,3.7,3.5,3.0
JPMorgan Chase & Co,Data Visualization Associate Senior,4.0,"JOB DESCRIPTION

As a Data Visualization Associate Senior at JPMorgan Chase within the International Consumer Bank, you will be in charge of metric and visualization design across all domains involved actively with architecting, building, deploying and maintaining cloud-native, web-scale data science products.
Job Responsibilities.
Understand business requirement and plan solution to address data needs
Partner with tech teams and business professionals to develop metrics aligned with domain priorities
Prepare reports using various visualization and data modelling methods
Develop, design, and maintain Tableau /Looker dashboards and analytics
Collect data from various sources and normalize it
Test and publish dashboards
Solving any data or performance issues related to workbooks and data sources
Monitoring reports and dashboards and make necessary changes
Manage Tableau-driven implementations, architecture, and administration
Actively manage the performance and usability of Tableau
Required Qualifications, Skills and Capabilities .
5+ years Tableau / Looker experience, business intelligence and analytics
Excellent data visualisation design skills
Experience using SQL for data preparation & experience of data modelling
Sound knowledge and experience in Tableau Products and versions including Tableau Server and Tableau Desktop
Understand and transform stakeholder expectations into technical requirement
Strong written and verbal communication skills & enterprise-level experience in data presentation
Experience in maintaining and managing Tableau server and a working knowledge of Tableau server architecture and administration
Preferred Qualifications, Skills and Capabilities
Ability to work in a collaborative environment and coach other team members on coding practices, design principles, and implementation patterns that lead to high-quality maintainable solutions.
Ability to work in a dynamic, agile environment within a co-located team
Ability to focus on promptly addressing customer needs
Ability to work within a diverse and inclusive team
Technically curious, self-motivated, versatile, and solution-oriented
Excellent written and verbal communication skills in English
Same Posting Description for Internal and External Candidates
ABOUT US

JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world’s most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants’ and employees’ religious practices and beliefs, as well as any mental health or physical disability needs.



ABOUT THE TEAM

Our professionals in our Corporate Functions cover a diverse range of areas from finance and risk to human resources and marketing. Our corporate teams are an essential part of our company, ensuring that we’re setting our businesses, clients, customers and employees up for success.",India,539530.5,/yr (est.),10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4.0,3.9,3.9,3.6,3.7
Empower,Sr Analyst Data Science,3.9,"Grow your career with a growing organization
Whether they’re helping people reach their long-term financial goals or providing personal wealth management strategies, every associate contributes to changing the lives of those we serve for the better. When it comes to job satisfaction, that’s hard to beat. And from a personal satisfaction perspective, you’ll enjoy the freedom to support causes that matter to you and experience a truly inclusive work environment. Your future starts now.
Empower India Data Science team is looking for a Sr. Analyst who is capable of producing in-depth analysis that suggests strategic and operational changes. The ideal candidate will understand the business problem, collect and study relevant data and able to produce meaningful and actionable insights that helps to solve the business problem in hand.
Role Responsibilities:
Understand the complex business problem, able to convert it as an analytical problem.
Understand the data need, collect, interpret and clean the data for analysis
Produce meaningful insights using analytical/data modelling techniques and interpret and justify the results with the business context
Handle the project end-to-end independently
Able to present the analysis and results to the senior stakeholders
Generate BI reports and able to automate them
Work with management to prioritize business and information needs
Educational Qualification:
Graduate / Post-graduate degree in Business Management/Statistics/Economics/Finance

Required Experience:
2-6 years of experience working in analytics, data science or related experience
Attention to detail, and should be open to learn quickly on new technologies and statistical techniques in analytics like Machine Learning, AI, SAS, AWS, Python, Tableau etc.
Working experience with tools such as Google Analytics/ Adobe Analytics
Handling end-to-end projects independently
Required skills and competencies:
Technical expertise regarding data modelling using statistical techniques, data mining, generate and automate BI reports
Strong knowledge of and experience with the data modelling techniques like Time Series, Regression, Segmentation, Clustering, Market Mix, Machine Learning, AI.
Strong analytical skills to be able to understand the business problem, collect and analyze the data and able to interpret the results
Co-ordinate with different teams to be able to gather required information
Strong written and verbal communication skill and be able to present the results to the senior stakeholders
Good understanding of US Retirement Industry
Self-motivation, excellent accountability and ownership skills
Excellent team player
This job description is not intended to be an exhaustive list of all duties, responsibilities and qualifications of the job. The employer has the right to revise this job description at any time. You will be evaluated in part based on your performance of the responsibilities and/or tasks listed in this job description. You may be required perform other duties that are not included on this job description. The job description is not a contract for employment, and either you or the employer may terminate employment at any time, for any reason, as per terms and conditions of your employment contract.
We are an equal opportunity employer with a commitment to diversity. All individuals, regardless of personal characteristics, are encouraged to apply. All qualified applicants will receive consideration for employment without regard to age, race, color, national origin, ancestry, sex, sexual orientation, gender, gender identity, gender expression, marital status, pregnancy, religion, physical or mental disability, military or veteran status, genetic information, or any other status protected by applicable state or local law.
COVID
COVID vaccinations are required for all individuals working in any Empower office location or who participate in in-person meetings and/or business activities, subject to state and local laws. Most Empower positions may require on-site presence on an occasional or regular basis and associates will need to provide proof of COVID vaccination, subject to state and local laws. Associates unable to comply with the COVID vaccination requirement due to medical reasons may request an accommodation.
Workplace Flexibility:",Bengaluru,394308.0,/yr (est.),10000+ Employees,1907,Company - Private,Investment & Asset Management,Finance,$2 to $5 billion (USD),3.9,3.6,3.9,3.6,4.0
Clearwater Analytics,Data Flow Engineer,3.4,"Job Summary:
The Data Flow Engineer's primary role is to create and manage data connections, perform validations, and execute transformations. Their work is integral to the ongoing process of iterative improvement, with a particular focus on enhancing auto-reconciliation within the system through advanced technology.
Responsibilities:
Import and validate file delivery for new clients.
Automate daily process monitoring and reporting.
Establish connections through external APIs and FTPs.
Ensure timely and dependable consumption of external portfolio data.
Normalize external datasets into a standardized Clearwater format facilitating the in-take process.
Mine data from existing feeds to identify, design, and implement solutions to improve auto-reconciliation.
Execute improvements requested from Operations and Development groups.
Apply acquired skills, procedures, and decision-making best practices to complete various issues, such as normalizing new feeds and improving automation.
Understand and reference or explain the general workflow, tools, and Clearwater value proposition.
Use critical thinking to address issues and offer solutions for both internal and external parties, ensuring best practices are employed.
Clearly and effectively communicate the technical aspects of Clearwater systems and our best practices with non-technical internal and external stakeholders.
Engage in light on-call duties.
Required Skills:
Securities, accounting, and financial experience.
Strong understanding of SQL and relational database principles.
Experience with scripting programming languages like Groovy, Perl or Python.
Experience with industry-standard data transmission protocols preferred.
Securities, accounting, and financial experience preferred.
Strong computer skills, including proficiency in Microsoft Office.
Excellent attention to detail and strong documentation skills.
Outstanding verbal and written communication skills.
Strong organizational and interpersonal skills.
Exceptional problem-solving abilities.
Education and Experience:
Bachelor's degree in Math, Computer Information Systems, or other relevant degrees.
Experience with industry-standard data transmission protocols.",Noida,697247.0,/yr (est.),1001 to 5000 Employees,2004,Company - Public,Investment & Asset Management,Finance,$100 to $500 million (USD),3.4,3.3,3.4,3.0,3.2
UnitedHealthcare,Data Analyst 2,3.6,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by diversity and inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health equity on a global scale. Join us to start Caring. Connecting. Growing together.
Primary Responsibilities:
Anticipate customer needs and proactively develop solutions to meet them
Serve as a key resource on complex and / or critical issues
Solve complex problems and develop innovative solutions
Provide explanations and information to others on the most complex issues
Create Benchmark ETL and reporting - standard and ad hoc needs
Develop, build, and maintain reporting of key metrics
Consult and document business requirements to support reporting needs
Understand basic relational data structures
Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so
Required Qualifications:
7+ years of experience writing T-SQL queries, stored procedures, and complex scalar-value functions
6+ years of experience using SSIS/ADF tools for ETL solutions
6+ years of experience gathering and documenting requirements
6+ years of experience with process improvement, workflow, benchmarking, and/or evaluation of business processes
Working experience on Databricks, Kafka, Python and ML libraries
Experience on CI/CD implementation
Experience on SSIS to ADF migration
Any source control tool experience like Github/TFS
Azure cloud server knowledge
Knowledge on Query performance tuning and optimization
Knowledge on consuming stream data from hub/snowflake server to on-prem
Proven solid statistics and analytical knowledge
Proven solid written and verbal communication skills
Preferred Qualifications:
Experience building dashboard using Power BI
Knowledge on Microsoft azure cloud environment
Knowledge on U.S healthcare domain
At UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone–of every race, gender, sexuality, age, location and income–deserves the opportunity to live their healthiest life. Today, however, there are still far too many barriers to good health which are disproportionately experienced by people of color, historically marginalized groups and those with lower incomes. We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health outcomes — an enterprise priority reflected in our mission.",Bengaluru,663325.0,/yr (est.),10000+ Employees,1995,Company - Public,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.6,3.5,3.7,3.3,3.6
PineBridge Investments,Data Scientist /Quantitative Equity Researcher_2,3.8,"MAIN RESPONSIBILITIES

We are looking for a Data Scientist with knowledge and experience working with large sets of data as a data engineer or data scientist. Experience with application and development of machine learning algorithms to explore and analyze multidimensional data huge plus. In this role, you will work directly with traders, researchers, and portfolio managers to discover opportunities in markets that allow us to create and enhance executable strategies. You will be an integral part of a very successful quant equity team with a long track record.

You will have the opportunity to apply your hands-on statistical, data analysis, and modeling skills to oversee the full-life cycle of trading strategy development and execution. This process includes general data wrangling, feature engineering, algorithm development, model training, back-testing, simulation and implementation. In our fast-paced environment, not only will you receive rapid feedback, you’ll immediately see the direct impact of your work. You will be part of a global team (NY team) and contribute to this team while being based in Mumbai.
Desired Skills and Experience
0-7 years of experience
Post graduate degree in mathematics, physics, statistics, computer science, electrical engineering or related fields
Experience in building and applying machine learning techniques
Strong programming skills in Python and/or C++ and R
Experience working and analyzing time series and reference data
Machine Learning and Natural Language Processing experience a huge plus
Demonstrated experience working with and drawing conclusions from large datasets",Mumbai,987787.0,/yr (est.),501 to 1000 Employees,2010,Company - Private,Investment & Asset Management,Finance,$100 to $500 million (USD),3.7,3.2,3.8,3.8,4.3
AXA,Associate Scientist- Data Sourcing & Solutions,4.0,"AXA XL recognizes data and information as critical business assets, both in terms of managing risk and enabling new business opportunities. This data should not only be high quality, but also actionable - enabling AXA XL's executive leadership team to maximize benefits and facilitate sustained enterprise advantage. Our Innovation, Data, and Analytics Office (IDA) is focused on driving innovation by optimizing how we leverage data to drive strategy and create a new business model - disrupting the insurance market.
As we develop an enterprise-wide data and digital strategy that moves us toward a greater focus on the use of data and data-driven insights, we are seeking an Associate Scientist for our Data Sourcing & Solutions team. The role sits across the IDA Department to make sure customer requirements are properly captured and transformed into actionable data specifications. Success in the role will require a focus on proactive management of the sourcing and management of data from source through usage.
DISCOVER your opportunity
What will your essential responsibilities include?
Accountable for documenting data requirements (Business and Function Requirements) and assessing the reusability of Axiom assets.
Build processes to simplify and expedite data sourcing to focus on delivering data to AXA XL business stakeholders frequently.
Develops and operationalizes strategic data products, and answers and proactively manages the sourcing and management of data from source through usage (reusable Policy and Claim Domain data assets).
Data Validation Testing of the data products in partnership with the AXA XL business to make sure the accuracy of the data and validation of the requirements.
Assesses all data required as part of the Data Ecosystem to make sure data has a single version of the truth.
Responds to ad-hoc data requests to support AXA XL's business.
Instill a customer-first attitude, prioritizing service for our business stakeholders above all else.
Internalize and execute IDA and company-wide goals to become a data-driven organization.
Contribute to best practices and standards to make sure there is a consistent and efficient approach to capturing business requirements and translating them into functional, non-functional, and semantic specifications.
Develop a comprehensive understanding of the data and our customers.
Drive root cause analysis for identified data deficiencies within reusable data assets delivered via IDA.
Identify solution options to improve the consistency, accuracy, and quality of data when captured at its source.
You will report to the Team Lead - Data Sourcing & Solutions.
SHARE your talent
We’re looking for someone who has these abilities and skills:
Required Skills and Abilities:
A minimum of a bachelor’s or master's degree (preferred) in a relevant discipline.
Experience in a data role (business analyst, data analyst, analytics) preferably in the Insurance industry and within a data division.
Robust SQL knowledge and technical ability to query AXA XL data sources to understand our data.
Excellent presentation, communication (oral & written), and relationship-building skills, across all levels of management and customer interaction.
Insurance experience in data, underwriting, claims, and/or operations, including influencing, collaborating, and leading efforts in complex, disparate, and interrelated teams with competing priorities.
Passion for data and experience working within a data-driven organization.
Work together internal data with external industry data to deliver holistic answers.
Work with unstructured data to unlock information needed by the business to create unique products for the insurance industry.
Possesses robust exploratory analysis skills and high intellectual curiosity.
Displays exceptional organizational skills and is detail-oriented.
The robust conceptual thinker who 'connects dots', and has critical thinking, and analytical skills.
Desired Skills and Abilities:
Ability to take ownership, work under pressure, and meet deadlines.
Ability to work with team members across the globe and departments.
Builds trust and rapport within and across groups.
Applies in-depth knowledge of business and specialized areas to solve business problems and understand integration challenges and long-term impact creatively and strategically.
Ability to manage data needs of an individual project(s) while being able to understand the broader enterprise data perspective.
Expected to recommend innovation and improvement to policies, and procedures, deploying resources, and performing core activities.
Experience with SQL Server, Azure Databricks Notebook, Qlikview, PowerBI, and Jira/Confluence a plus.
FIND your future
AXA XL, the P&C and specialty risk division of AXA, is known for solving complex risks. For mid-sized companies, multinationals, and even some inspirational individuals we don’t just provide re/insurance, we reinvent it.
How? By combining a robust and efficient capital platform, data-driven insights, leading technology, and the best talent in an agile and inclusive workspace, empowered to deliver top client service across all our lines of business property, casualty, professional, financial lines, and specialty.
With an innovative and flexible approach to risk answers, we partner with those who move the world forward.
Learn more at axaxl.com
Inclusion & Diversity
AXA XL is committed to equal employment opportunity and will consider applicants regardless of gender, sexual orientation, age, ethnicity and origins, marital status, religion, disability, or any other protected characteristic.
At AXA XL, we know that an inclusive culture and a diverse workforce enable business growth and are critical to our success. That’s why we have made a strategic commitment to attract, develop, advance and retain the most diverse workforce possible, and create an inclusive culture where everyone can bring their full selves to work and can reach their highest potential. It’s about helping one another — and our business — to move forward and succeed.
Five Business Resource Groups focused on gender, LGBTQ+, ethnicity and origins, disability and inclusion with 20 Chapters around the globe
Robust support for Flexible Working Arrangements
Enhanced family friendly leave benefits
Named to the Diversity Best Practices Index
Signatory to the UK Women in Finance Charter
Learn more at axaxl.com/about-us/inclusion-and-diversity. AXA XL is an Equal Opportunity Employer.
Sustainability
At AXA XL, Sustainability is integral to our business strategy. In an ever-changing world, AXA XL protects what matters most for our clients and communities. We know that sustainability is at the root of a more resilient future. Our 2023-26 Sustainability strategy, called “Roots of resilience”, focuses on protecting natural ecosystems, addressing climate change, and embedding sustainable practices across our operations.
Our Pillars:
Valuing nature: How we impact nature affects how nature impacts us. Resilient ecosystems - the foundation of a sustainable planet and society – are essential to our future. We’re committed to protecting and restoring nature – from mangrove forests to the bees in our backyard – by increasing biodiversity awareness and inspiring clients and colleagues to put nature at the heart of their plans.
Addressing climate change: The effects of a changing climate are far-reaching and significant. Unpredictable weather, increasing temperatures, and rising sea levels cause both social inequalities and environmental disruption. We're building a net zero strategy, developing insurance products and services, and mobilizing to advance thought leadership and investment in societal-led solutions.
Integrating ESG: All companies have a role to play in building a more resilient future. Incorporating ESG considerations into our internal processes and practices builds resilience from the roots of our business. We’re training our colleagues, engaging our external partners, and evolving our sustainability governance and reporting.
AXA Hearts in Action: We have established volunteering and charitable giving programs to help colleagues support causes that matter most to them, known as AXA XL’s “Hearts in Action” programs. These include our Matching Gifts program, Volunteering Leave, and our annual volunteering day – the Global Day of Giving.
For more information, please see axaxl.com/sustainability",Bengaluru,798123.0,/yr (est.),10000+ Employees,1985,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3.6,3.6,3.9,3.5,3.9
