company,job_title,company_rating,job_description,location,salary_avg_estimate,salary_estimate_payperiod,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
Brave AI Lab,Data Science Intern,4.0,"We are looking for Data Science Interns to optimize one of the most complex Algo Trading systems in the world. Academic and/or practical background in Computer Science, Engineering, Operations Research, or Process Control is particularly relevant for this position. Experience in the integration of model-based engineering tools and/or multidisciplinary analysis & optimization is also a plus.

Major Responsibilities
Use data analyses and statistical techniques to develop solutions and to guide business decision making
Identify predictors and causes of business-related problems and implement novel approaches related to forecasting and prediction
Identify, develop, manage, and execute analyses to uncover areas of opportunity and present written business recommendations
Collaborate with multiple teams as a leader of quantitative analysis and where you develop solutions that utilize the highest standards of analytical rigor and data integrity
Analyze and solve business problems at their root

Basic Qualifications
Pursuing Bachelors or equivalent degree from a top tier Technology school
Record of doing Projects
Minimum 6 months of Experience in Python
Problem-solving ability and passion for data
Excellent communication and data presentation skills
Fluent written and spoken English

Preferred Qualifications
Hands-on experience and project-based learning in computer science, engineering, or mathematics are preferred.
Academic experience in manipulating/transforming data, model selection, model training, cross-validation, and deployment at scale.
Academic or Project Experience with Machine and Deep Learning toolkits such as TensorFlow and PyTorch.
Familiarity with data processing with Python & SQL.

Benefits
1. Stipend of Rs 7000 and above (Depending on your performance)
2. Onsite working
3. Pet-Friendly offices
4. Exam Leaves are given
5. Flexible working Hours",India,539530.5,/yr (est.),1 to 50 Employees,2020,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.8,4.5,4.8,4.8,4.2
Philips,Data Analyst I,4.0,"Job Title
Data Analyst I
Job Description
Job Responsibilities
Managing and ensuring data quality, integrity, normalization and accuracy of available datasets. Improve data quality as per data quality framework and working with data owner. Internal and external benchmarking to establish things influencing data quality.
Managing and designing the reporting environment, including data sources, security, and metadata. Generate business insights using BI dashboards that shall provide clear directions/actions to senior managers to support decision-making.
Support digitization to improve quality of data. Root cause analysis by using quality analysis tools, machine learning and statistics.
Helping organization to take key decisions based on integrated analytics involving different datasets. Perform predictive data analysis, generate indications for focus area and target the improvements proactively.
Maintain and re-engineer existing ETLs to increase data accuracy, data stability, and pipeline performance.
Advanced statistical techniques for complex data analysis. Interpreting data, analysing results using statistical techniques, developing analytical reports.
Adherence to compliance procedures in accordance with regulatory standards, requirements, and policies. Managing and designing the reporting environment, including data sources security, and metadata.
Sufficient business acumen to understand business objectives & dynamics
As a data analyst, you will work with data from a wide range of sources. You will be taking responsibility for exploring the data, recommending actionable insights, building visualizations/dashboard to provide information that matters to business. This will involve automating data quality checks, data extraction and pre-processing. You will be the person who turns data into information, information into insights and insights into business decisions. You should also have a very fine eye for detail and deep understanding of the popular data analysis tools and databases. As data analyst you will create compelling reports using database-stored procedures and triggers. As the analytics team is chartered to be the one stop shop for all data needs, you will play an integral role in analytics team for the holistic growth of the businesses.
Job Qualifications:
Bachelor’s or master's degree in Computer Science, Information management, Statistics or related field
5+ years of experience in the Consumer or Healthcare industry in an analytical role with focus on querying data, analyzing and clearly presenting analyses to stakeholders across the organization.
Working experience on Python, R Programming, Scala, Apache Spark, AWS Redshift is must.
Mandatory working experience in QlikView, Adobe analytics, Google 360. Knowledge in analytics tools like Tableau, Power BI, Excel VBA Macros, RSPSS, SAS is an added advantage.
Proven working experience as a data analyst or business data analyst. Experience in working on Business intelligence tools/platforms and systems.
Strong knowledge in data pre-processing and EDA by using various tools. Thorough in analytics/visualization tool setup, configuration and administration.
Having knowledge of classification (Random Forest, SVM, Boosting and Bagging techniques) and clustering algorithms is desirable
Hands on in Descriptive/Predictive/Prescriptive Analytical techniques. Ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Results driven with analytical and numeric skills. Convey data story through the visualization.
A team player capable of working and integrating across cross-functional team for implementing project requirements. Experience in technical requirements gathering and documentation.
Ability to work effectively and independently in a fast-paced agile environment with tight deadlines
A flexible, pragmatic and collaborative team player with innate ability to engage with stakeholders at all levels in the organization.",Bengaluru,539530.5,/yr (est.),10000+ Employees,1891,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD),3.8,3.7,4.0,3.5,4.0
Techneplus,Data Scientist - Bangalore/Noida/Hybrid,4.4,"Job Description
Identify and present predictive drivers/leading indicators, trends, outliers, and patterns that uncover new insights to help guide enterprise-wide business insights
Perform AB & multi-variate testing to measure impact of identified initiatives.
Build optimization models for scenario testing future business outcomes based on internal and external data
Be able to ‘tell a story’using advanced analytics and data visualization techniques while independently exploring useful insights that identify incremental revenue and efficiency opportunities within the financial COE team
Derive data driven insights in close partnership with Finance, Operations, Commercial, and Data Science teams to expose opportunities for revenue and cost optimization with resource allocation.
Job Specification
Bachelor’s degree in Mathematics, Computer Science, Data Science, Applied Statistics, or a related field, Master’s preferred.
3 years’ experience building statistical modelling tools & underlying algorithms, optimization / machine learning, and data mining models.
Experience analyzing large, complex data sets yielding opportunities for revenue and/or process improvement within an organization
Ability to problem solve and identify creative solutions.
Programming experience (SQL, R, Python) required. Databricks experiences a plus.
Understanding of data lakes and relational databases.
Experience in data visualization tools (Power BI, Tableau, SAS Analytics) a plus.
Interpersonal skills: exceptional verbal/written communication, listening and presentation skills with attention to detail.
Proven track record of achieving desired results without direct report authority.
Knowledge of Agile/Scrum methodology a plus.
Primary Skills
Programming experience (SQL, R, Python) required.
Experience in data visualization tools (Power BI, Tableau, SAS Analytics) a plus
Secondary Skills
Knowledge of Agile/Scrum methodology a plus",Bengaluru,627247.0,/yr (est.),201 to 500 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.6,4.6,4.4
Schneider Electric,Data Analyst,4.2,"Business Interpretation

Data Analysts are a critical link between the data delivered by the technical teams and the data consumed by the business. Their outputs are consumed by the organization in order to make decisions and support strategies.

Data Analysis
Gathers and structures information from various sources. This data is then interpreted and exploited to make business decisions
Makes recommendations about the methods and ways in which a company obtains and analyzes data to improve quality and efficiency of data systems
Identify patterns and trends in data sets, Analyzes results

Result Analysis
Works alongside teams within the business or the management team to establish business needs
Collects and interprets data
Reports the results back to the relevant members of the business
Designs Data for Dashboards serving business needs
Competencies
Is experienced in data models and reporting packages
Is experienced in data visualization
Is experienced in data cleaning and data preparation
Has the ability to analyze large datasets
Has the ability to write comprehensive reports and dashboards
Has strong verbal and written communication skills
Has an analytical mind and inclination for problem-solving
Has attention to detail
Has expertise in her/his data domain
Is able to work with programmers, engineers and management to identify improvements of data models
Qualifications

BE. And MBA in Data Analytics. Experience 7 to 15 years
Preferred - Familiar and has worked on Statistical Modelling, Data Mining, Python and Tableau
Primary Location: IN-Maharashtra-Mumbai
Other Locations: IN-Karnataka-Bangalore
Schedule: Full-time
Unposting Date: Ongoing",Mumbai,261549.0,/yr (est.),10000+ Employees,1836,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),4.1,3.8,4.2,3.8,4.0
Helius Technologies,Data Analyst (Power BI),4.2,"Job Description
Min 3+ years of work experience in Power BI
Good Hands on with Dashboards & Reports Creation in Power BI
Experience in Tabular Model creation & data visualizations.
Proficient in writing DAX queries
Knowledge in to integrating Power BI reports in external web applications
Skilled in data visualization through various power bi report components
Should be familiar and experienced in SQL & No-SQL
Minimal knowledge in Python and able to integrate with Power BI
Roles & Responsibilities:
Connect to data sources, importing data and transforming data for Business Intelligence.
Designing the Reports as per the business requirement and creation of reports
Excellent in analytical thinking for translating data into informative insights
Work Environment Details:
Founded in 2011 and trusted by companies across 70 countries and more, we are the skills solutions provider that organizations and individuals the world over count on to innovate faster and create progress.
We help technologists master their craft and take control of their careers. We empower businesses everywhere to build adaptable teams, speed up release cycles and become scalable, reliable, and secure.
Our mission to democratize technology skills is what drives us, and our values are at the helm of how we work together. We thrive in an environment with creativity around every corner, challenges that keep us on our toes, and peers who inspire us to be the best we can be.
If you have the development skills required and are excited to come to work every day knowing you’re helping our customers build the skills that power innovation, we want to hear from you!",India,539530.5,/yr (est.),501 to 1000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.0,4.0,4.3,4.1,4.3
scanO,Dental Data Annotator,3.6,"Detecting various dental diseases on 5 angled clinical images of the patient using different portals (annotations)
Feeding dental information on software
Labelling and categorizing dental data
Reviewing the dental images of the patient and maintaining the data.",India,539530.5,/yr (est.),5001 to 10000 Employees,1984,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$5 to $10 billion (USD),3.0,3.6,3.5,2.9,3.7
bp,Data Quality Analyst,4.0,"Location
India - Pune
Travel required
No travel is expected with this role
Job category
Finance
Relocation available
This role is eligible for relocation within country
Job type
Professionals
Job code
RQ071507
Experience level
Intermediate

Job summary
Entity:
Finance

Job Family Group:
Finance Group

Job Summary:
Grade H

This role is accountable for running the Data Quality deliveries from a day-to-day perspective. Key focus is on “Execution” to ensure progress is made towards the Finance Data Strategy. This role focusses on continuous data quality improvements and drive DQ projects by functioning as a data quality business analyst participating in design, development and deployment of DQ solutions. The Data Quality Analyst will have an opportunity to work on large-scale, global transformation programs and be part of the team designing the future of data for finance in bp.

Job Description:
KEY ACCOUNTABILITIES
Data quality framework: Have an understanding of data quality value chain, encompassing Critical Data Element concepts, data quality issue management, DQ KPIs/Measures and DQ remediation. Participate in Data Quality Issue assessments to aid improvements in operational process and BAU initiatives
Data Profiling: Work with business (Data Owners/Data Stewards) to profile data to uncover patterns indicating data quality issues and converts them into rules for ongoing monitoring
Business analysis and data quality rules definition: Elicit business requirement through discussions with data owners, business SMEs, program team to document business DQ rules supporting KPIs/Measures for BAU monitoring.
Design thinking and modelling: Leverage knowledge of SAP data structures to perform data and impact analysis for assigned use-cases by accessing Azure data lake (via dataBricks) using SQL/Python. Assist the data quality lean in modelling (conceptual) and functional design of DQ monitoring solutions. Participate in design workshops and contribute ideas/solution approach.
Visualization and dashboarding: Support design, build and deployment of high quality, actionable reports and dashboards (leveraging Power BI) which detect poor data quality and help business drive resolution.
Data quality issue management and remediation: Participate in discussions with the data governance and data remediation team to uncover DQ issue based on exceptions to come up with approach while parallelly driving business accountability and ownership.
Project Management: Play a key role in driving data quality projects against the plan and raise risks/issues to data quality manager for further escalation.
Collaboration and Communication: Build a rapport with data governance and data cleansing team as well as the business stakeholders beyond transactional discussions. Ensure business stakeholders are always kept updates about progress and approach for the assigned data quality project.
Essential Experience and Job Requirements:
8+ total years of experience predominantly in Oil & Gas or Financial Services/Banking industry within Data Management space
Experience of working with Data Models/Structures and comfortable in deep-diving to design and fine tune them
Experience of Data Quality Management i.e. Governance, data quality management (root cause analysis, Remediation /solution identification), Governance Forums (papers production, quorum maintenance, Minutes publication), CDE identification, Data Lineage (identification of authoritative data sources) preferred. Understanding of KPIs/Measures needed as well
Ability to operate in a dynamic and changing setup and be able to identify priorities.
Desirable criteria:
SAP MDG/SAP ECC/CFIN experience (T codes, Tables structures etc.)
Azure Data lake /AWS/Data Bricks
Creating dashboards & workflows (powerBI Qlikview or Tableau etc.)
Creating analytics and insight in a DQ setting (powerBI/powerQuery)
Profiling and analysis skills (, Informatica or Collibra)

Travel Requirement
No travel is expected with this role

Relocation Assistance:
This role is eligible for relocation within country

Remote Type:
This position is not available for remote working

Skills:
Accounting for financial instruments, Accounting for financial instruments, Accounting policy, Accounting processes and financial systems, Agility core practices, Agility tools, Analytical Thinking, Analytics, Business process control, Business process improvement, Collaboration, Commercial acumen, Commercial assurance for external reporting, Communication, Creativity and Innovation, Credit Management, Curiosity, Customer centric thinking, Data Analysis, Data visualization and interpretation, Decision Making, Digital Automation, Digital fluency, Financial accounting and reporting, Influencing {+ 5 more}

Legal Disclaimer:
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, socioeconomic status, neurodiversity/neurocognitive functioning, veteran status or disability status. Individuals with disabilities may request a reasonable accommodation related to bp’s recruiting process (e.g., accessing the job application, completing required assessments, participating in telephone screenings or interviews, etc.). If you would like to request an accommodation related to the recruitment process, please contact us to request accommodations.
If you are selected for a position and depending upon your role, your employment may be contingent upon adherence to local policy. This may include pre-placement drug screening, medical review of physical fitness for the role, and background checks.",Pune,577632.0,/yr (est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),3.6,3.9,3.9,3.5,3.8
JPMorgan Chase & Co,Reference Data Analyst - Digital Document Services,4.0,"JOB DESCRIPTION

As a Digital Document Analyst, you'll provide support on a variety of initiatives by analyzing existing processes, identifying process gaps, identifying areas for improvement, and developing the appropriate controls for each process. You'll support business partner deliverables, including documenting business requirements, testing support, documenting quality standards and demonstrating adherence to established procedures. You will also demonstrate an in-depth working knowledge of the entire Managed Account process.
Job Responsibilities:
Document, review, analyze, evaluate business processes, systems and user needs
Implementing change related to system, policy, and procedural enhancements required to remediate systemic issues and/or process breaks
Establish, create, analyze reports relevant to Operations functions
Provide reengineering solutions to resolve current process breaks and identify areas of opportunity for improvement
Adhere to established Change Control policy and procedure creation/maintenance
Ability to manage vendor relationships and work in an environment that offers a wide degree of creativity and latitude with the expectation of high performance and results
Lead groups and process improvement initiatives
Required Qualifications, Skills and Capabilities:
3 - 5 years of work experience with advanced skills in MS Office
Excellent analytical skills with close attention to detail
Effective communication, organizational, prioritization and interpersonal skills
Working to consistently meet client requests, providing and ensuring client satisfaction
Ability to coach and mentor team members by demonstrating job knowledge
Willing to work a flexible schedule to accommodate business needs
Preferred Qualifications, Skills and Capabilities:
Project management or project support preferred
FINRA licensing (Series 7) preferred
MORCOM\JPMorgan CONNECT experience preferred
ABOUT US

JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world’s most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants’ and employees’ religious practices and beliefs, as well as any mental health or physical disability needs.



ABOUT THE TEAM
The Corporate & Investment Bank is a global leader across investment banking, wholesale payments, markets and securities services. The world’s most important corporations, governments and institutions entrust us with their business in more than 100 countries. We provide strategic advice, raise capital, manage risk and extend liquidity in markets around the world.


Operations teams develop and manage innovative, secure service solutions to meet clients’ needs globally. Developing and using the latest technology, teams work to deliver industry-leading capabilities to our clients and customers, making it easy and convenient to do business with the firm. Teams also drive growth by refining technology-driven customer and client experiences that put users first, providing an unparalleled experience.",India,539530.5,/yr (est.),10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4.0,3.9,3.9,3.6,3.7
Ignitho,Data Scientist Associate,4.3,"Location:
Chennai, TN

Openings:
1

Salary Range:

Description:
Roles & Responsibility :
Strongly prefer Computer Science Graduates - BE, MCA, ME related to Information Technology
Good knowledge on Program Design, develop and building software systems etc., - in a Software Industry
Knowledge on Python Scripts, Cloud Technology (AWS/Azure/GCP) is a must (Preferrable certification in one or more of these from the college or Training institute)
Strong Knowledge in any Database, SQL Scripts
Identify and resolve software problems as they arise in the latest technologies
Must have superior analytical thinking and problem solving skills
Skill set :
AWS/Azure/GCP, Python, SQL Scripts,
Candidates should have completed multiple projects (in relevant technologies) in Final year Project or in Campus trainings
Employment details:
Training period : 6 months ( With Stipend )
There will be a 2-year employment agreement which they must sign, we will not take any originals of their educational certificates.
Open to work in UK Shift (3PM to 12AM)",Chennai,830662.0,/yr (est.),51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.4,4.1,4.3,4.1,4.4
Marktine Technology Solutions,DATA SCIENTIST,4.2,"Job Information
Industry
Technology
Remote Job
Job Description
Responsibilities: The Data Intelligence & Analytics Analyst must demonstrate critical thinking, analytical and problem-solving abilities, hands-on intelligence or data analysis skills, network analysis acumen, and intellectual curiosity is essential for data science tasks. The candidate must be able to apply these abilities to detect non-obvious risks or develop, test, and champion ideas to increase detection. The candidate should understand data science methods, and visualization techniques to leverage internal and external data to identify and develop ways to systemically detect financial crime risk. Research & develop Machine Learning models for security problems, in the areas of Networking, Application & Data. Suggest, collect and synthesize requirements and create effective features. Apply research methodologies to identify the Machine Learning models for the problem at hand. Requirements Preferred Qualifications: Domain expertise in Networking ( TCP/IP, HTTP) , Web Application Security (Bot detection ) is preferred Experience working with relational and NoSQL/Graph databases Unsupervised & Deep Learning Experience Familiar with Big Data frameworks (Hadoop or Spark) and cloud infrastructures Experience in applying Machine Learning techniques Ability and willingness to multi-task and learn new technologies quickly
This is a remote position.",Remote,539530.5,/yr (est.),51 to 200 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.0,3.7,4.1,4.1,4.3
Cognizant Technology Solutions,Process Specialist - Data,3.8,"Team Lead - CDM/PV
Qualification:
Graduate/Post Graduate/ Doctorate degree in life sciences/Pharmacy/Medical sciences/Registered Nurse
Responsibility:
Business/ Customer:
Minimal Customer interaction under guidance.
Understands Domain Process/sub process, functions, terminologies (such as SOP, QC checklists).
For PV/Complaints Management :
Individuals in this role perform data entry of data received from Source documents into the respective Clinical/Safety database While peroforming this activity the associate is responsible for meeting turnaround times and accuracy.
These associates are usually used to handle more critical/senitive transactions.
These associates also act as Subject Matter Expert.
CODING:
Perform coding activities on the assigned project with timelines and efficiency
Import uncoded terms in database and export coded medical terms from coding platform.
Query Management.
Create “New Term Request” and prioritize.
Perform Dictionary upversioning activity.
Send Coding (Consistency) Reports.
Participate in study related meetings as needed.
Provide feedback on quality related issues to other medical coders in timely manner.
Serve as an SME to Medical Reviewers regarding coding activities & guidelines.
Perform UAT for coding related applications.
Perform Operational QC.
Mentor Team Member.
Coordinate with CDM working on the same study.
Coordinate to resolve Rave specific issues.
CDM:
1 Execute Data Management Activities ie Data Cleaning, Executing Manual and System checks, Update relevant trackers, Discrepancy and query management, Issue resolution, Database lock activities.
2 Participate in innovation and process improvement initiatives.
3 Identify and develop action plan in coordination with the TL for activities not meeting the client SLAs.
4 Archive all necessary information for audit purposes according to quality and security requirements, to ensure reliable and timely retrieval of documentation and information.
5 Support multiple clinical trials, across diverse therapeutic areas, to successful conclusion and provide technical oversight when required.
Project / Process:
Attempts Complex problems (procedures/processes) and refers to Supervisor/Line Manager in rare cases.
Handle first level processing of transactions.
Adhere to quality requirements, achieve targets/volumes in given TAT(Turn around time).
Proactively identify issues.
Contribute to process improvement initiatives.
Identify and report process changes.
Adhere to the mandatory industry regulation and compliance requirements for the given process.
Knowledge Management:
Update Process documentation as appropriate for the process under guidance.
Participate in knowledge transfer.
People/Team Management:
Adhere to org hygiene and compliance needs in terms of.
a Personal Utilization & Time sheet submission.
b Personal and new hire Assimilation.
c Attendance.
d Team Initiatives.
Collate team performance metrics.
Manage break schedule/transport logistics for the team in the absence of his/her supervisor.
Must Have Skills
Customer Service-LS
Good To Have Skills
Connected Health
Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Jan 09 2024
About Cognizant
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.",Hyderābād,588183.0,/yr (est.),10000+ Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.6,3.4,3.7,3.3,3.6
Ignitho,Data Scientist,4.3,"Location:
Chennai, Tamil Nadu

Openings:
1

Salary Range:

Description:
Job Description:
Design, Build and implement machine learning, statistical and other mathematical models for specific business use cases
Identify appropriate algorithms to discover patterns, optimize user experience,
Produce dynamic data driven analytic solutions to support the strategic goals of the company
Mine and translate data into meaningful insights and recommendations for the operational and strategic business units
Conduct data mining using state-of-the-art methods
Enhance data creation procedures to include information that is relevant for building analytic systems
Drive the collection of new data sources and the refinement of existing data sources
Analyze, interpret & clearly communicate the results of experiments to the business units
Work with cross-functional teams on the day-to-day execution of data & analytics projects and initiatives
Be an active part of the Data Tribe (CoE), learning, sharing and growing Ignitho's data talents
Contribute to organizational growth thru sessions, blogs, interviews and other Tribe activities
Data mining or extracting usable data from valuable data sources
Using machine learning tools to select features, create and optimize classifiers
Carrying out pre-processing of structured and unstructured data
Enhancing data collection procedures to include all relevant information for developing analytic systems
Processing, cleansing, and validating the integrity of data to be used for analysis
Analyzing large amounts of information to find patterns and solutions
Developing prediction systems and machine learning algorithms
Presenting results in a clear manner
Propose solutions and strategies to tackle business challenges

Skills:
Advanced Python, AWS proficiency, SQL
Big Data knowledge
Biotech domain knowledge preferrable
Great English proficiency
Shift Timings: 2 pm - 11 pm",Chennai,830662.0,/yr (est.),51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.4,4.1,4.3,4.1,4.4
Amagi,Applied Data Scientist,4.0,"JOB DESCRIPTION
Job role: Applied Data Scientist
Location: Bangalore, India
COMPANY BACKGROUND
Amagi is a global leader in cloud-managed services for the Streaming TV and Broadcast TV industry. Amagi enables TV networks and content owners to distribute and monetize their content. Amagi’s clients include premium networks and platforms such as NBCU, CBS, PBS, Samsung TV Plus, Redbox, XUMO, Roku, A+E Networks, Viceland TV, MGM, ShortsTV, Yahoo! Finance, PeopleTV, Tastemade, Turner Corporation, Discovery Networks and more.
Amagi pioneered the use of cloud technologies in the broadcast industry, and today manages 2000+ channels with deployments in more than 40 countries. Amagi is an advanced tier partner of Amazon Web Services (AWS), and works on the latest cloud technologies that are shaping the media and entertainment industry. Amagi has sales offices in New York, Los Angeles and London, and operations center in New Delhi, and an innovation center in Bangalore. For more information, visit www.amagi.com.
JOB SUMMARY
As part of our dynamic, energetic and talented team, you will get to learn, hone your skills, grow as a data scientist - and evolve into your next best version! Above all, you will enjoy your journey at Amagi and cherish every day working with a supportive, encouraging, and creative team!
As a senior applied data scientist, you will work on novel problems that will propel the next generation of growth at Amagi. We are building solutions to help better describe the content that flows through our systems. You will play a vital part in discover-ability by enriching the metadata. Apart from discover-ability, we build knowledge graphs around the content to help the advertisers understand the end consumers of the content better. The problems we solve involve vision and text technologies spanning video, audio and text datasets.
KEY RESPONSIBILITIES
Provide strong systems development skills, a creative analytical mindset, and expertise in data science, machine learning, and machine learning operations (MLOps)
Ensure high quality software deliverables by leveraging solid methodologies, automation, and tooling best practices
Stay current with state-of-the-art techniques and technologies in the field
Good understanding of popular Data Structure and Algorithms. Algorithms around the areas of image processing, text processing and graph algorithms will come in handy.
Develop and maintain code quality standards and best practices.
Enforce standards through regular code reviews.
Strong analytical thinking and communication
Skills that will help you thrive
Solid coding experience. We need rapid prototyping and being a good coder will help you focus on problem solving rather than being stuck with the nuances of coding.
First principle thinking. While we learn and draw inspiration from work in the open-source community, you will be expected to understand and convince/ educate the team on the approach that you are working on.
Work with a small nimble team of individual contributors and be comfortable with hands-on Problem solving. Given the open-ended nature of the problems, we emphasize quick iterations.
Knowledge of ML algorithms in the space of CV and NLP. Ability to understand the pros and cons of different algorithms and being able to quickly prototype is highly valued.
An always learning approach. The problem space is rapidly evolving, you will want to keep yourself on top of the developments in the area that you are working on.
Good written and spoken communication skills. Articulate and build consensus for your approach


JOB REQUIREMENTS
Solid Software development experience (2 years). Python is a mandatory skillset. Candidate needs to be very comfortable with linux and build command-line interfaces for the solutions.
Computer Vision experience preferred.
Bonus skills
Experience with dockers and containerising model deployments
Working with AWS / GCP",Bengaluru,632456.0,/yr (est.),201 to 500 Employees,2008,Company - Private,Broadcast Media,Media & Communication,Unknown / Non-Applicable,3.3,3.9,3.1,2.7,2.8
KhataBook,Data Engineer - I,3.3,"Required Experience
1 - 2 Years
Skills
SQL,
Programming,
Kubernetes
+ 1 more
Are you passionate about solving roadblocks & challenges faced by MSMEs in India
MSMEs contribute significantly to India’s total GDP. 90% of India’s ~$1 Trillion Retail Market is controlled by MSMEs. Which means ~$900B worth of commerce flows through these ~60M MSMEs in the form of shops/kiosks/homes, scattered all over the country.
We at Khatabook, have built a product that saves time of MSMEs by managing their credit, creating transparency in cash flow, henceforth increasing trust with their consumers and that paved the path for us to become India’s fastest growing fintech company.
Why work with us
People are our biggest asset! At Khatabook, every one of us is a dynamic superstar. We have carefully bred an ecosystem which hires nothing but incredibly and exceptionally talented people who can dream, collaborate, experiment, and break new ground. We’re a strong team that looks out for each other.
What would you do at Khatabook
Work on translating business needs to technical specifications and implement all stages right from data acquisition to integration, both batch and real-time
Working with Different pieces of Data Engineering (Ingestion, Processing, Serving)
Working on MLOps (Building self-serve systems around several model lifecycle) and working on the entire pipeline (from PoC to productionization) of Model & Data Versioning, Deployments.
Working with Data Tools (CDC(Debezium/Kafka-Connect, Kafka, DBT, Airflow, Spark, Snowflake, Redash,Tableau) and Infra level tools (Kubernetes, Helm, Docker, Jenkins)
Drive continuous improvements in moving, aggregating, profiling, sampling, testing terabytes of data
Build data pipelines data processing tools and technologies in open source and proprietary products like MongoDB, Postgres, DynamoDB, Sftp etc.
Develop and execute database queries and conduct analyses.
Manage and maintain large scale systems for various Model deployments, Rudderstack (With a load of ~3-4B events/month)
Harness operational excellence & continuous improvement with a can do attitude.
What are we looking for
1+ years of experience with large scale data delivery platforms, working on modern data systems to support exponentially data growth.
Experience with programming languages like Python, Java & scripting in Bash.
Strong SQL optimization and performance tuning experience in a high volume data environment that utilizes parallel processing.
Experience with version control systems (Github), deployment tools (Jenkins) and cloud platforms (AWS, GCP)
Ability to work effectively in an unstructured and fast-paced environment both independently and in a team setting, with a high degree of self-management with clear communication and commitment to delivery timelines.
Experience with Kubernetes is good to have

About Company
About Khatabook
We exist to empower India’s 60 Million strong MSMEs. Our users’ motives, methodology, expectations and behaviour are significantly different from our own when they interact with the internet and technology ecosystem which makes it harder to build for them, to solve that. Our first offering – is an Android App that has been downloaded over 10 crore+ times, which has resulted in having an active merchant base of over 9 million users.
As more businesses are adopting digital for business than ever before, Khatabook’s goal can be summed up simply - Empowering merchants by simplifying their business by
Building a complete business management platform.
Providing the power of technology to an underserved segment.
Helping businesses to grow by providing them with ammunition of insights & digital reports.
Offering a financial services platform catering to the specific needs of the MSME space.
We are an equal opportunity workplace. We expect your authentic, original selves at work always and stand against discrimination on the basis of caste, creed, gender, religion or background.",Bengaluru,842992.0,/yr (est.),51 to 200 Employees,2018,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.1,3.6,3.2,2.7,3.4
